Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
86.180.195.125-10.1.0.4-54966-123-17,86.180.195.125,54966,10.1.0.4,123,17,2023-02-05 23:19:08,691,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,138929.0882778582,2894.356005788712,691.0,0.0,691.0,691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1447.178002894356,1447.178002894356,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639148678575.0,0.0,1675639148678575.0,1675639148678575.0,ddospot
30.171.224.41-10.1.0.4-13433-123-17,30.171.224.41,13433,10.1.0.4,123,17,2023-02-05 23:19:08,365,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,263013.698630137,5479.452054794521,365.0,0.0,365.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2739.7260273972606,2739.7260273972606,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639148112870.0,0.0,1675639148112870.0,1675639148112870.0,ddospot
164.129.186.84-10.1.0.4-9842-123-17,164.129.186.84,9842,10.1.0.4,123,17,2023-02-05 23:19:08,390,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,246153.84615384616,5128.205128205128,390.0,0.0,390.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2564.102564102564,2564.102564102564,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639148409898.0,0.0,1675639148409898.0,1675639148409898.0,ddospot
203.204.57.12-10.1.0.4-56078-123-17,203.204.57.12,56078,10.1.0.4,123,17,2023-02-05 23:19:08,562,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,170818.50533807828,3558.7188612099644,562.0,0.0,562.0,562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1779.3594306049822,1779.3594306049822,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639148861149.0,0.0,1675639148861149.0,1675639148861149.0,ddospot
168.205.106.35-10.1.0.4-19951-123-17,168.205.106.35,19951,10.1.0.4,123,17,2023-02-05 23:19:08,428,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,224299.0654205608,4672.897196261682,428.0,0.0,428.0,428.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2336.448598130841,2336.448598130841,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639148158551.0,0.0,1675639148158551.0,1675639148158551.0,ddospot
76.10.34.116-10.1.0.4-55824-123-17,76.10.34.116,55824,10.1.0.4,123,17,2023-02-05 23:19:08,874,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,109839.81693363845,2288.329519450801,874.0,0.0,874.0,874.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1144.1647597254005,1144.1647597254005,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639148820803.0,0.0,1675639148820803.0,1675639148820803.0,ddospot
74.15.191.66-10.1.0.4-36007-123-17,74.15.191.66,36007,10.1.0.4,123,17,2023-02-05 23:19:08,436,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,220183.4862385321,4587.155963302752,436.0,0.0,436.0,436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2293.577981651376,2293.577981651376,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639148341554.0,0.0,1675639148341554.0,1675639148341554.0,ddospot
29.106.185.105-10.1.0.4-59897-123-17,29.106.185.105,59897,10.1.0.4,123,17,2023-02-05 23:19:08,442,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,217194.5701357466,4524.886877828054,442.0,0.0,442.0,442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2262.443438914027,2262.443438914027,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639148980861.0,0.0,1675639148980861.0,1675639148980861.0,ddospot
189.247.19.126-10.1.0.4-470-123-17,189.247.19.126,470,10.1.0.4,123,17,2023-02-05 23:19:08,443,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,216704.288939052,4514.6726862302485,443.0,0.0,443.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2257.336343115124,2257.336343115124,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639148273093.0,0.0,1675639148273093.0,1675639148273093.0,ddospot
188.139.229.67-10.1.0.4-35930-123-17,188.139.229.67,35930,10.1.0.4,123,17,2023-02-05 23:19:08,388,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,247422.68041237115,5154.639175257732,388.0,0.0,388.0,388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2577.319587628866,2577.319587628866,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639148318716.0,0.0,1675639148318716.0,1675639148318716.0,ddospot
125.194.53.28-10.1.0.4-11052-123-17,125.194.53.28,11052,10.1.0.4,123,17,2023-02-05 23:19:08,436,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,220183.4862385321,4587.155963302752,436.0,0.0,436.0,436.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2293.577981651376,2293.577981651376,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639148016335.0,0.0,1675639148016335.0,1675639148016335.0,ddospot
199.22.127.68-10.1.0.4-49546-123-17,199.22.127.68,49546,10.1.0.4,123,17,2023-02-05 23:19:08,392,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,244897.9591836735,5102.040816326531,392.0,0.0,392.0,392.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2551.020408163265,2551.020408163265,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639148752308.0,0.0,1675639148752308.0,1675639148752308.0,ddospot
207.97.255.126-10.1.0.4-24411-123-17,207.97.255.126,24411,10.1.0.4,123,17,2023-02-05 23:19:08,375,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,256000.0,5333.333333333333,375.0,0.0,375.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2666.6666666666665,2666.6666666666665,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639148090204.0,0.0,1675639148090204.0,1675639148090204.0,ddospot
153.252.105.75-10.1.0.4-50271-123-17,153.252.105.75,50271,10.1.0.4,123,17,2023-02-05 23:19:08,405,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,237037.03703703705,4938.271604938272,405.0,0.0,405.0,405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2469.135802469136,2469.135802469136,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639148843632.0,0.0,1675639148843632.0,1675639148843632.0,ddospot
165.224.150.12-10.1.0.4-12588-123-17,165.224.150.12,12588,10.1.0.4,123,17,2023-02-05 23:19:08,728,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,131868.13186813187,2747.252747252747,728.0,0.0,728.0,728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1373.6263736263736,1373.6263736263736,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639148706585.0,0.0,1675639148706585.0,1675639148706585.0,ddospot
56.141.49.77-10.1.0.4-40881-123-17,56.141.49.77,40881,10.1.0.4,123,17,2023-02-05 23:19:08,414,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,231884.0579710145,4830.917874396136,414.0,0.0,414.0,414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2415.458937198068,2415.458937198068,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639148130416.0,0.0,1675639148130416.0,1675639148130416.0,ddospot
40.192.34.126-10.1.0.4-12604-123-17,40.192.34.126,12604,10.1.0.4,123,17,2023-02-05 23:19:08,459,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,209150.3267973856,4357.298474945534,459.0,0.0,459.0,459.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2178.649237472767,2178.649237472767,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639148067144.0,0.0,1675639148067144.0,1675639148067144.0,ddospot
65.170.86.122-10.1.0.4-40747-123-17,65.170.86.122,40747,10.1.0.4,123,17,2023-02-05 23:19:08,390,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,246153.84615384616,5128.205128205128,390.0,0.0,390.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2564.102564102564,2564.102564102564,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639148724241.0,0.0,1675639148724241.0,1675639148724241.0,ddospot
13.151.70.121-10.1.0.4-42584-123-17,13.151.70.121,42584,10.1.0.4,123,17,2023-02-05 23:19:08,528,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,181818.1818181818,3787.878787878788,528.0,0.0,528.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1893.9393939393933,1893.9393939393933,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639148364508.0,0.0,1675639148364508.0,1675639148364508.0,ddospot
152.183.217.4-10.1.0.4-38931-123-17,152.183.217.4,38931,10.1.0.4,123,17,2023-02-05 23:19:09,405,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,237037.03703703705,4938.271604938272,405.0,0.0,405.0,405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2469.135802469136,2469.135802469136,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639149886123.0,0.0,1675639149886123.0,1675639149886123.0,ddospot
128.175.25.15-10.1.0.4-53118-123-17,128.175.25.15,53118,10.1.0.4,123,17,2023-02-05 23:19:09,373,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,257372.65415549595,5361.930294906166,373.0,0.0,373.0,373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2680.965147453083,2680.965147453083,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639149723085.0,0.0,1675639149723085.0,1675639149723085.0,ddospot
36.149.228.9-10.1.0.4-41979-123-17,36.149.228.9,41979,10.1.0.4,123,17,2023-02-05 23:19:09,639,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,150234.74178403756,3129.890453834116,639.0,0.0,639.0,639.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1564.945226917058,1564.945226917058,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639149908546.0,0.0,1675639149908546.0,1675639149908546.0,ddospot
87.254.191.90-10.1.0.4-25361-123-17,87.254.191.90,25361,10.1.0.4,123,17,2023-02-05 23:19:09,479,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,200417.5365344468,4175.365344467641,479.0,0.0,479.0,479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2087.6826722338205,2087.6826722338205,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639149414024.0,0.0,1675639149414024.0,1675639149414024.0,ddospot
174.50.44.4-10.1.0.4-36297-123-17,174.50.44.4,36297,10.1.0.4,123,17,2023-02-05 23:19:09,452,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,212389.38053097343,4424.778761061947,452.0,0.0,452.0,452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2212.389380530973,2212.389380530973,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639149249512.0,0.0,1675639149249512.0,1675639149249512.0,ddospot
178.90.216.124-10.1.0.4-24316-123-17,178.90.216.124,24316,10.1.0.4,123,17,2023-02-05 23:19:09,358,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,268156.4245810056,5586.59217877095,358.0,0.0,358.0,358.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2793.296089385475,2793.296089385475,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639149066368.0,0.0,1675639149066368.0,1675639149066368.0,ddospot
69.51.210.50-10.1.0.4-469-123-17,69.51.210.50,469,10.1.0.4,123,17,2023-02-05 23:19:09,585,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,164102.5641025641,3418.8034188034185,585.0,0.0,585.0,585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1709.4017094017092,1709.4017094017092,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639149654340.0,0.0,1675639149654340.0,1675639149654340.0,ddospot
55.188.127.58-10.1.0.4-5535-123-17,55.188.127.58,5535,10.1.0.4,123,17,2023-02-05 23:19:09,703,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,136557.61024182077,2844.9502133712663,703.0,0.0,703.0,703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1422.4751066856331,1422.4751066856331,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639149094878.0,0.0,1675639149094878.0,1675639149094878.0,ddospot
206.80.196.102-10.1.0.4-37549-123-17,206.80.196.102,37549,10.1.0.4,123,17,2023-02-05 23:19:09,752,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,127659.57446808512,2659.5744680851067,752.0,0.0,752.0,752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1329.787234042553,1329.787234042553,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639149763997.0,0.0,1675639149763997.0,1675639149763997.0,ddospot
104.189.45.88-10.1.0.4-975-123-17,104.189.45.88,975,10.1.0.4,123,17,2023-02-05 23:19:09,412,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,233009.70873786407,4854.368932038835,412.0,0.0,412.0,412.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2427.1844660194174,2427.1844660194174,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639149318041.0,0.0,1675639149318041.0,1675639149318041.0,ddospot
141.161.167.107-10.1.0.4-39286-123-17,141.161.167.107,39286,10.1.0.4,123,17,2023-02-05 23:19:09,400,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,240000.0,5000.0,400.0,0.0,400.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2500.0,2500.0,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639149494226.0,0.0,1675639149494226.0,1675639149494226.0,ddospot
217.173.21.116-10.1.0.4-8598-123-17,217.173.21.116,8598,10.1.0.4,123,17,2023-02-05 23:19:09,381,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,251968.5039370079,5249.343832020997,381.0,0.0,381.0,381.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2624.6719160104985,2624.6719160104985,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639149003235.0,0.0,1675639149003235.0,1675639149003235.0,ddospot
186.159.181.52-10.1.0.4-20184-123-17,186.159.181.52,20184,10.1.0.4,123,17,2023-02-05 23:19:09,780,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,123076.92307692308,2564.102564102564,780.0,0.0,780.0,780.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1282.051282051282,1282.051282051282,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639149809487.0,0.0,1675639149809487.0,1675639149809487.0,ddospot
169.144.141.17-10.1.0.4-40779-123-17,169.144.141.17,40779,10.1.0.4,123,17,2023-02-05 23:19:09,379,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,253298.1530343008,5277.0448548812665,379.0,0.0,379.0,379.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2638.522427440633,2638.522427440633,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639149470636.0,0.0,1675639149470636.0,1675639149470636.0,ddospot
151.192.91.103-10.1.0.4-36626-123-17,151.192.91.103,36626,10.1.0.4,123,17,2023-02-05 23:19:09,1667,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,57588.48230353929,1199.760047990402,1667.0,0.0,1667.0,1667.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,599.880023995201,599.880023995201,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639149694763.0,0.0,1675639149694763.0,1675639149694763.0,ddospot
157.154.82.123-10.1.0.4-44167-123-17,157.154.82.123,44167,10.1.0.4,123,17,2023-02-05 23:19:09,567,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,169312.1693121693,3527.336860670194,567.0,0.0,567.0,567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1763.668430335097,1763.668430335097,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639149631443.0,0.0,1675639149631443.0,1675639149631443.0,ddospot
86.153.109.27-10.1.0.4-24335-123-17,86.153.109.27,24335,10.1.0.4,123,17,2023-02-05 23:19:09,435,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,220689.6551724138,4597.701149425287,435.0,0.0,435.0,435.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2298.850574712644,2298.850574712644,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639149935843.0,0.0,1675639149935843.0,1675639149935843.0,ddospot
100.161.129.13-10.1.0.4-21536-123-17,100.161.129.13,21536,10.1.0.4,123,17,2023-02-05 23:19:09,488,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,196721.31147540984,4098.360655737705,488.0,0.0,488.0,488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2049.1803278688526,2049.1803278688526,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639149272567.0,0.0,1675639149272567.0,1675639149272567.0,ddospot
188.43.89.14-10.1.0.4-49165-123-17,188.43.89.14,49165,10.1.0.4,123,17,2023-02-05 23:19:09,943,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,101802.75715800637,2120.8907741251323,943.0,0.0,943.0,943.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1060.4453870625662,1060.4453870625662,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639149791981.0,0.0,1675639149791981.0,1675639149791981.0,ddospot
18.66.172.57-10.1.0.4-8921-123-17,18.66.172.57,8921,10.1.0.4,123,17,2023-02-05 23:19:09,515,1,1,48.0,48.0,48.0,48.0,48.0,0.0,48.0,48.0,48.0,0.0,186407.76699029125,3883.495145631068,515.0,0.0,515.0,515.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1941.7475728155337,1941.7475728155337,48.0,48.0,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,72.0,48.0,48.0,0,0,0,0,0,0,0,24,0,24,0,0,0,8,0.0,0.0,0.0,0.0,1675639149841388.0,0.0,1675639149841388.0,1675639149841388.0,ddospot
